Gene,Non-unique Gene name,Annotation,Bvulgatus_003,Bvulgatus_002,Bvulgatus_001,Bvulgatus_007,Bvulgatus_005,Bvulgatus_004,Bvulgatus_008,Bvulgatus_006,Bvulgatus_009,Bvulgatus_010,Bvulgatus_011,Bvulgatus_012,Bvulgatus_013,Bvulgatus_015,Bvulgatus_014,Bvulgatus_016
clsA,clsA,Major cardiolipin synthase ClsA,HEIJGMMO_00063,GPOEIMLL_00969,IJAHANFD_00550,DILGGDIB_02301,PACOMJFE_02098,DLCGALLP_03037,BFLOPMGA_00181,FDBKJOBC_00182,NKLAJGJN_01112,FONGECLK_01679,KCGFLPLG_01259,OLJLFCEF_03002,AABBIEKD_02013,KHFKBGOE_03010,MIHLPIAK_02160,FIKBGKBO_02871
uxaB,uxaB,Altronate oxidoreductase,HEIJGMMO_00604,GPOEIMLL_02673,IJAHANFD_01259,DILGGDIB_03629,PACOMJFE_03708,DLCGALLP_00307,BFLOPMGA_01674,FDBKJOBC_02099,NKLAJGJN_03315,FONGECLK_03366,KCGFLPLG_03423,OLJLFCEF_01396,AABBIEKD_02752,KHFKBGOE_00457,MIHLPIAK_03571,FIKBGKBO_01508
group_879,,hypothetical protein,HEIJGMMO_00026,GPOEIMLL_01008,IJAHANFD_00577,DILGGDIB_02266,PACOMJFE_02071,DLCGALLP_03065,BFLOPMGA_00214,FDBKJOBC_00155,NKLAJGJN_01147,FONGECLK_01706,KCGFLPLG_01294,OLJLFCEF_02708,AABBIEKD_02048,KHFKBGOE_02973,MIHLPIAK_02133,FIKBGKBO_02844
group_876,,hypothetical protein,HEIJGMMO_01822,GPOEIMLL_00788,IJAHANFD_01064,DILGGDIB_01644,PACOMJFE_01234,DLCGALLP_01698,BFLOPMGA_00566,FDBKJOBC_00720,NKLAJGJN_00247,FONGECLK_03286,KCGFLPLG_00246,OLJLFCEF_00523,AABBIEKD_01382,KHFKBGOE_02332,MIHLPIAK_01429,FIKBGKBO_01167
group_874,,hypothetical protein,HEIJGMMO_02261,GPOEIMLL_02555,IJAHANFD_01629,DILGGDIB_02745,PACOMJFE_02705,DLCGALLP_03672,BFLOPMGA_01128,FDBKJOBC_01153,NKLAJGJN_02657,FONGECLK_01987,KCGFLPLG_02671,OLJLFCEF_02000,AABBIEKD_04056,KHFKBGOE_01819,MIHLPIAK_02789,FIKBGKBO_03997
xylE_1,xylE_1,D-xylose-proton symporter,HEIJGMMO_02025,GPOEIMLL_00039,IJAHANFD_03585,DILGGDIB_00581,PACOMJFE_00910,DLCGALLP_01286,BFLOPMGA_00904,FDBKJOBC_03675,NKLAJGJN_00922,FONGECLK_01294,KCGFLPLG_00956,OLJLFCEF_03657,AABBIEKD_00883,KHFKBGOE_02150,MIHLPIAK_00800,FIKBGKBO_00524
group_871,,hypothetical protein,HEIJGMMO_02649,GPOEIMLL_01259,IJAHANFD_03123,DILGGDIB_03475,PACOMJFE_02167,DLCGALLP_00392,BFLOPMGA_04029,FDBKJOBC_04063,NKLAJGJN_03663,FONGECLK_01439,KCGFLPLG_03695,OLJLFCEF_01637,AABBIEKD_02352,KHFKBGOE_04354,MIHLPIAK_02229,FIKBGKBO_01667
group_870,,SusD-like protein,HEIJGMMO_01815,GPOEIMLL_00781,IJAHANFD_01057,DILGGDIB_01651,PACOMJFE_01241,DLCGALLP_01705,BFLOPMGA_00573,FDBKJOBC_00713,NKLAJGJN_00254,FONGECLK_03279,KCGFLPLG_00253,OLJLFCEF_00530,AABBIEKD_01375,KHFKBGOE_02339,MIHLPIAK_01436,FIKBGKBO_01160
nhaP2,nhaP2,K(+)/H(+) antiporter NhaP2,HEIJGMMO_01473,GPOEIMLL_02410,IJAHANFD_02053,DILGGDIB_01598,PACOMJFE_01188,DLCGALLP_02560,BFLOPMGA_00518,FDBKJOBC_02580,NKLAJGJN_00198,FONGECLK_00735,KCGFLPLG_00198,OLJLFCEF_02074,AABBIEKD_02545,KHFKBGOE_01680,MIHLPIAK_01383,FIKBGKBO_01214
gadB,gadB,Glutamate decarboxylase,HEIJGMMO_01043,GPOEIMLL_01889,IJAHANFD_02767,DILGGDIB_01961,PACOMJFE_00679,DLCGALLP_00651,BFLOPMGA_02434,FDBKJOBC_01681,NKLAJGJN_01210,FONGECLK_02290,KCGFLPLG_01053,OLJLFCEF_02775,AABBIEKD_00600,KHFKBGOE_03146,MIHLPIAK_00650,FIKBGKBO_01835
rlmL,rlmL,Ribosomal RNA large subunit methyltransferase K/L,HEIJGMMO_00538,GPOEIMLL_02762,IJAHANFD_00088,DILGGDIB_01001,PACOMJFE_01728,DLCGALLP_03836,BFLOPMGA_00396,FDBKJOBC_01264,NKLAJGJN_02706,FONGECLK_01811,KCGFLPLG_02779,OLJLFCEF_00472,AABBIEKD_01791,KHFKBGOE_02912,MIHLPIAK_02021,FIKBGKBO_01331
sufB,sufB,FeS cluster assembly protein SufB,HEIJGMMO_01950,GPOEIMLL_01681,IJAHANFD_01322,DILGGDIB_03513,PACOMJFE_02234,DLCGALLP_00478,BFLOPMGA_02882,FDBKJOBC_01595,NKLAJGJN_02429,FONGECLK_01506,KCGFLPLG_02407,OLJLFCEF_01719,AABBIEKD_02286,KHFKBGOE_00705,MIHLPIAK_02296,FIKBGKBO_01597
murE,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--26-diaminopimelate ligase,HEIJGMMO_02954,GPOEIMLL_01629,IJAHANFD_01376,DILGGDIB_03388,PACOMJFE_03560,DLCGALLP_00531,BFLOPMGA_02579,FDBKJOBC_01541,NKLAJGJN_03609,FONGECLK_03098,KCGFLPLG_03634,OLJLFCEF_03566,AABBIEKD_03518,KHFKBGOE_00758,MIHLPIAK_03430,FIKBGKBO_03408
oprM_3,oprM_3,Outer membrane protein OprM,HEIJGMMO_03481,GPOEIMLL_02484,IJAHANFD_01680,DILGGDIB_02935,PACOMJFE_02655,DLCGALLP_01955,BFLOPMGA_01181,FDBKJOBC_03834,NKLAJGJN_02607,FONGECLK_01935,KCGFLPLG_02721,OLJLFCEF_01927,AABBIEKD_03760,KHFKBGOE_01767,MIHLPIAK_02739,FIKBGKBO_02773
pepD_2,pepD_2,Cytosol non-specific dipeptidase,HEIJGMMO_03382,GPOEIMLL_00356,IJAHANFD_00735,DILGGDIB_01905,PACOMJFE_00246,DLCGALLP_04202,BFLOPMGA_04119,FDBKJOBC_00381,NKLAJGJN_02014,FONGECLK_00008,KCGFLPLG_02005,OLJLFCEF_00139,AABBIEKD_01661,KHFKBGOE_00193,MIHLPIAK_00245,FIKBGKBO_04080
cysNC,cysNC,Bifunctional enzyme CysN/CysC,HEIJGMMO_03072,GPOEIMLL_00834,IJAHANFD_00416,DILGGDIB_02702,PACOMJFE_00364,DLCGALLP_01385,BFLOPMGA_01774,FDBKJOBC_03358,NKLAJGJN_02844,FONGECLK_00305,KCGFLPLG_02926,OLJLFCEF_03296,AABBIEKD_00190,KHFKBGOE_02637,MIHLPIAK_00363,FIKBGKBO_03147
pepD_1,pepD_1,Cytosol non-specific dipeptidase,HEIJGMMO_00087,GPOEIMLL_00945,IJAHANFD_00526,DILGGDIB_02383,PACOMJFE_02122,DLCGALLP_04032,BFLOPMGA_00157,FDBKJOBC_00206,NKLAJGJN_01088,FONGECLK_00849,KCGFLPLG_01235,OLJLFCEF_02978,AABBIEKD_01989,KHFKBGOE_02737,MIHLPIAK_02184,FIKBGKBO_02586
modF,modF,ABC transporter ATP-binding protein ModF,HEIJGMMO_01513,GPOEIMLL_02371,IJAHANFD_02013,DILGGDIB_02829,PACOMJFE_01148,DLCGALLP_02754,BFLOPMGA_03694,FDBKJOBC_02540,NKLAJGJN_00158,FONGECLK_00781,KCGFLPLG_00158,OLJLFCEF_02113,AABBIEKD_02499,KHFKBGOE_01719,MIHLPIAK_01343,FIKBGKBO_01254
group_854,,hypothetical protein,HEIJGMMO_01114,GPOEIMLL_01817,IJAHANFD_02581,DILGGDIB_02525,PACOMJFE_00614,DLCGALLP_00722,BFLOPMGA_03148,FDBKJOBC_01750,NKLAJGJN_01275,FONGECLK_02037,KCGFLPLG_01118,OLJLFCEF_02456,AABBIEKD_00668,KHFKBGOE_03540,MIHLPIAK_00715,FIKBGKBO_02964
group_852,,hypothetical protein,HEIJGMMO_00894,GPOEIMLL_02104,IJAHANFD_01729,DILGGDIB_00822,PACOMJFE_00526,DLCGALLP_03653,BFLOPMGA_03203,FDBKJOBC_01440,NKLAJGJN_00578,FONGECLK_00460,KCGFLPLG_00578,OLJLFCEF_02836,AABBIEKD_00037,KHFKBGOE_01999,MIHLPIAK_00522,FIKBGKBO_00792
pyk,pyk,Pyruvate kinase,HEIJGMMO_00393,GPOEIMLL_01960,IJAHANFD_00279,DILGGDIB_03566,PACOMJFE_01424,DLCGALLP_00790,BFLOPMGA_01442,FDBKJOBC_00843,NKLAJGJN_00361,FONGECLK_00227,KCGFLPLG_00471,OLJLFCEF_00321,AABBIEKD_01520,KHFKBGOE_01281,MIHLPIAK_01620,FIKBGKBO_03374
group_851,,hypothetical protein,HEIJGMMO_00233,GPOEIMLL_01511,IJAHANFD_00665,DILGGDIB_00926,PACOMJFE_01998,DLCGALLP_00058,BFLOPMGA_03653,FDBKJOBC_00066,NKLAJGJN_00809,FONGECLK_01392,KCGFLPLG_00754,OLJLFCEF_01578,AABBIEKD_01716,KHFKBGOE_01395,MIHLPIAK_01960,FIKBGKBO_01086
group_849,,hypothetical protein,HEIJGMMO_02506,GPOEIMLL_03017,IJAHANFD_03042,DILGGDIB_02458,PACOMJFE_03115,DLCGALLP_02901,BFLOPMGA_04256,FDBKJOBC_03318,NKLAJGJN_02906,FONGECLK_00939,KCGFLPLG_02979,OLJLFCEF_02954,AABBIEKD_03307,KHFKBGOE_03494,MIHLPIAK_03152,FIKBGKBO_02664
rpoN,rpoN,RNA polymerase sigma-54 factor,HEIJGMMO_02973,GPOEIMLL_01610,IJAHANFD_01396,DILGGDIB_03408,PACOMJFE_03541,DLCGALLP_00551,BFLOPMGA_02598,FDBKJOBC_01521,NKLAJGJN_03628,FONGECLK_03117,KCGFLPLG_03653,OLJLFCEF_03546,AABBIEKD_03537,KHFKBGOE_00777,MIHLPIAK_03449,FIKBGKBO_03427
srrB,srrB,Sensor protein SrrB,HEIJGMMO_02889,GPOEIMLL_02230,IJAHANFD_03387,DILGGDIB_01468,PACOMJFE_03212,DLCGALLP_03110,BFLOPMGA_03609,FDBKJOBC_02217,NKLAJGJN_01797,FONGECLK_03780,KCGFLPLG_01789,OLJLFCEF_03997,AABBIEKD_00921,KHFKBGOE_04146,MIHLPIAK_03224,FIKBGKBO_02442
group_846,,hypothetical protein,HEIJGMMO_01765,GPOEIMLL_00737,IJAHANFD_01013,DILGGDIB_02875,PACOMJFE_03152,DLCGALLP_01756,BFLOPMGA_00624,FDBKJOBC_00669,NKLAJGJN_03075,FONGECLK_02172,KCGFLPLG_03169,OLJLFCEF_00581,AABBIEKD_01323,KHFKBGOE_00250,MIHLPIAK_01117,FIKBGKBO_00992
group_842,,hypothetical protein,HEIJGMMO_01021,GPOEIMLL_01912,IJAHANFD_02745,DILGGDIB_01939,PACOMJFE_00702,DLCGALLP_00629,BFLOPMGA_02456,FDBKJOBC_01658,NKLAJGJN_01188,FONGECLK_02268,KCGFLPLG_01031,OLJLFCEF_02797,AABBIEKD_00577,KHFKBGOE_03169,MIHLPIAK_00628,FIKBGKBO_01858
guaB,guaB,Inosine-5'-monophosphate dehydrogenase,HEIJGMMO_03060,GPOEIMLL_00846,IJAHANFD_00428,DILGGDIB_02690,PACOMJFE_00352,DLCGALLP_01397,BFLOPMGA_01762,FDBKJOBC_03346,NKLAJGJN_02856,FONGECLK_00293,KCGFLPLG_02914,OLJLFCEF_03308,AABBIEKD_00202,KHFKBGOE_02649,MIHLPIAK_00351,FIKBGKBO_03135
exuT,exuT,Hexuronate transporter,HEIJGMMO_00236,GPOEIMLL_01514,IJAHANFD_00662,DILGGDIB_00929,PACOMJFE_01995,DLCGALLP_00055,BFLOPMGA_03656,FDBKJOBC_00069,NKLAJGJN_00812,FONGECLK_01389,KCGFLPLG_00751,OLJLFCEF_01581,AABBIEKD_01713,KHFKBGOE_01392,MIHLPIAK_01957,FIKBGKBO_01083
rhaB,rhaB,L-Rhamnulokinase,HEIJGMMO_02589,GPOEIMLL_01209,IJAHANFD_02401,DILGGDIB_00282,PACOMJFE_00986,DLCGALLP_03757,BFLOPMGA_03520,FDBKJOBC_02045,NKLAJGJN_01444,FONGECLK_00645,KCGFLPLG_01577,OLJLFCEF_01167,AABBIEKD_00248,KHFKBGOE_02847,MIHLPIAK_01181,FIKBGKBO_00225
patA,patA,Peptidoglycan O-acetyltransferase,HEIJGMMO_00860,GPOEIMLL_01240,IJAHANFD_01695,DILGGDIB_00863,PACOMJFE_00561,DLCGALLP_03624,BFLOPMGA_03230,FDBKJOBC_01474,NKLAJGJN_00551,FONGECLK_00488,KCGFLPLG_00550,OLJLFCEF_04078,AABBIEKD_00003,KHFKBGOE_01973,MIHLPIAK_00557,FIKBGKBO_00826
group_832,,hypothetical protein,HEIJGMMO_00771,GPOEIMLL_03236,IJAHANFD_01153,DILGGDIB_01344,PACOMJFE_02350,DLCGALLP_00200,BFLOPMGA_03299,FDBKJOBC_02206,NKLAJGJN_00048,FONGECLK_02677,KCGFLPLG_00048,OLJLFCEF_01509,AABBIEKD_01078,KHFKBGOE_00626,MIHLPIAK_02434,FIKBGKBO_03169
cysS,cysS,Cysteine--tRNA ligase,HEIJGMMO_00445,GPOEIMLL_02020,IJAHANFD_00227,DILGGDIB_01140,PACOMJFE_01484,DLCGALLP_00856,BFLOPMGA_00503,FDBKJOBC_00895,NKLAJGJN_00300,FONGECLK_00166,KCGFLPLG_00532,OLJLFCEF_00381,AABBIEKD_01459,KHFKBGOE_01229,MIHLPIAK_01680,FIKBGKBO_02106
ndhD1,ndhD1,NAD(P)H-quinone oxidoreductase chain 4 1,HEIJGMMO_00185,GPOEIMLL_01470,IJAHANFD_00713,DILGGDIB_00879,PACOMJFE_02033,DLCGALLP_00120,BFLOPMGA_03865,FDBKJOBC_00018,NKLAJGJN_00770,FONGECLK_01424,KCGFLPLG_00793,OLJLFCEF_01537,AABBIEKD_01755,KHFKBGOE_01435,MIHLPIAK_01995,FIKBGKBO_01135
group_829,,hypothetical protein,HEIJGMMO_03090,GPOEIMLL_00391,IJAHANFD_03493,DILGGDIB_01877,PACOMJFE_00226,DLCGALLP_01537,BFLOPMGA_04337,FDBKJOBC_03620,NKLAJGJN_02049,FONGECLK_00028,KCGFLPLG_02040,OLJLFCEF_00171,AABBIEKD_01641,KHFKBGOE_00165,MIHLPIAK_00225,FIKBGKBO_00430
group_827,,hypothetical protein,HEIJGMMO_02322,GPOEIMLL_02604,IJAHANFD_02331,DILGGDIB_03136,PACOMJFE_02318,DLCGALLP_03592,BFLOPMGA_03735,FDBKJOBC_03076,NKLAJGJN_03455,FONGECLK_02598,KCGFLPLG_03517,OLJLFCEF_00939,AABBIEKD_03694,KHFKBGOE_03770,MIHLPIAK_02351,FIKBGKBO_02981
group_825,,hypothetical protein,HEIJGMMO_02279,GPOEIMLL_02537,IJAHANFD_01647,DILGGDIB_02969,PACOMJFE_02688,DLCGALLP_02007,BFLOPMGA_01147,FDBKJOBC_01135,NKLAJGJN_02640,FONGECLK_01969,KCGFLPLG_02688,OLJLFCEF_01982,AABBIEKD_03650,KHFKBGOE_01801,MIHLPIAK_02772,FIKBGKBO_02807
group_824,,hypothetical protein,HEIJGMMO_01625,GPOEIMLL_00202,IJAHANFD_02212,DILGGDIB_01566,PACOMJFE_01383,DLCGALLP_00981,BFLOPMGA_00756,FDBKJOBC_02736,NKLAJGJN_02142,FONGECLK_03441,KCGFLPLG_02184,OLJLFCEF_03799,AABBIEKD_00451,KHFKBGOE_02203,MIHLPIAK_01579,FIKBGKBO_01908
proS,proS,Proline--tRNA ligase,HEIJGMMO_03009,GPOEIMLL_02303,IJAHANFD_02894,DILGGDIB_01398,PACOMJFE_01676,DLCGALLP_03997,BFLOPMGA_02698,FDBKJOBC_02493,NKLAJGJN_01865,FONGECLK_03339,KCGFLPLG_01857,OLJLFCEF_00874,AABBIEKD_00988,KHFKBGOE_03723,MIHLPIAK_01872,FIKBGKBO_03231
cobQ,cobQ,Cobyric acid synthase,HEIJGMMO_02791,GPOEIMLL_03706,IJAHANFD_03274,DILGGDIB_02668,PACOMJFE_04138,DLCGALLP_00334,BFLOPMGA_01646,FDBKJOBC_03563,NKLAJGJN_03418,FONGECLK_02866,KCGFLPLG_02509,OLJLFCEF_04023,AABBIEKD_04067,KHFKBGOE_03952,MIHLPIAK_04039,FIKBGKBO_01477
group_821,,hypothetical protein,HEIJGMMO_00946,GPOEIMLL_02156,IJAHANFD_01781,DILGGDIB_00774,PACOMJFE_00472,DLCGALLP_02139,BFLOPMGA_01885,FDBKJOBC_01387,NKLAJGJN_00634,FONGECLK_00405,KCGFLPLG_00634,OLJLFCEF_02887,AABBIEKD_00092,KHFKBGOE_02055,MIHLPIAK_00468,FIKBGKBO_00737
uxaA,uxaA,Altronate dehydratase,HEIJGMMO_00627,GPOEIMLL_02696,IJAHANFD_01236,DILGGDIB_03085,PACOMJFE_03953,DLCGALLP_00284,BFLOPMGA_01698,FDBKJOBC_02122,NKLAJGJN_03292,FONGECLK_03076,KCGFLPLG_03400,OLJLFCEF_01419,AABBIEKD_02775,KHFKBGOE_00480,MIHLPIAK_03820,FIKBGKBO_01531
scpC,scpC,Propionyl-CoA:succinate CoA transferase,HEIJGMMO_02831,GPOEIMLL_01373,IJAHANFD_00012,DILGGDIB_01067,PACOMJFE_01799,DLCGALLP_04183,BFLOPMGA_00336,FDBKJOBC_01192,NKLAJGJN_01986,FONGECLK_02766,KCGFLPLG_01978,OLJLFCEF_03085,AABBIEKD_04023,KHFKBGOE_01037,MIHLPIAK_02092,FIKBGKBO_01415
xylB_1,xylB_1,Xylulose kinase,HEIJGMMO_01108,GPOEIMLL_01823,IJAHANFD_02575,DILGGDIB_02531,PACOMJFE_00620,DLCGALLP_00716,BFLOPMGA_03154,FDBKJOBC_01744,NKLAJGJN_01269,FONGECLK_02043,KCGFLPLG_01112,OLJLFCEF_02462,AABBIEKD_00662,KHFKBGOE_03546,MIHLPIAK_00709,FIKBGKBO_01776
leuA_1,leuA_1,2-isopropylmalate synthase,HEIJGMMO_03533,GPOEIMLL_03756,IJAHANFD_03881,DILGGDIB_03859,PACOMJFE_02559,DLCGALLP_02273,BFLOPMGA_04171,FDBKJOBC_02889,NKLAJGJN_02517,FONGECLK_03824,KCGFLPLG_02590,OLJLFCEF_04167,AABBIEKD_04210,KHFKBGOE_04317,MIHLPIAK_02643,FIKBGKBO_04103
glpK,glpK,Glycerol kinase,HEIJGMMO_03149,GPOEIMLL_03417,IJAHANFD_03553,DILGGDIB_03357,PACOMJFE_00413,DLCGALLP_01340,BFLOPMGA_01824,FDBKJOBC_03733,NKLAJGJN_00690,FONGECLK_00356,KCGFLPLG_00690,OLJLFCEF_03696,AABBIEKD_00140,KHFKBGOE_02588,MIHLPIAK_00409,FIKBGKBO_00689
hutH,hutH,Histidine ammonia-lyase,HEIJGMMO_00974,GPOEIMLL_02184,IJAHANFD_01824,DILGGDIB_00745,PACOMJFE_00435,DLCGALLP_02100,BFLOPMGA_01857,FDBKJOBC_01344,NKLAJGJN_00658,FONGECLK_00377,KCGFLPLG_00658,OLJLFCEF_03950,AABBIEKD_00120,KHFKBGOE_04059,MIHLPIAK_00431,FIKBGKBO_00709
sasA_3,sasA_3,Adaptive-response sensory-kinase SasA,HEIJGMMO_00950,GPOEIMLL_02160,IJAHANFD_01785,DILGGDIB_00769,PACOMJFE_00468,DLCGALLP_02135,BFLOPMGA_01881,FDBKJOBC_01383,NKLAJGJN_00638,FONGECLK_00401,KCGFLPLG_00638,OLJLFCEF_03973,AABBIEKD_00096,KHFKBGOE_02059,MIHLPIAK_00464,FIKBGKBO_00733
group_813,,hypothetical protein,HEIJGMMO_00280,GPOEIMLL_01035,IJAHANFD_00600,DILGGDIB_03879,PACOMJFE_03828,DLCGALLP_00003,BFLOPMGA_00242,FDBKJOBC_00114,NKLAJGJN_01170,FONGECLK_01736,KCGFLPLG_04144,OLJLFCEF_02683,AABBIEKD_04227,KHFKBGOE_04367,MIHLPIAK_04075,FIKBGKBO_04170
group_811,,SusD-like protein P38,HEIJGMMO_01818,GPOEIMLL_00784,IJAHANFD_01060,DILGGDIB_01648,PACOMJFE_01238,DLCGALLP_01702,BFLOPMGA_00570,FDBKJOBC_00716,NKLAJGJN_00251,FONGECLK_03282,KCGFLPLG_00250,OLJLFCEF_00527,AABBIEKD_01378,KHFKBGOE_02336,MIHLPIAK_01433,FIKBGKBO_01163
group_810,,hypothetical protein,HEIJGMMO_01600,GPOEIMLL_00226,IJAHANFD_02237,DILGGDIB_01542,PACOMJFE_01358,DLCGALLP_01023,BFLOPMGA_01214,FDBKJOBC_02761,NKLAJGJN_02166,FONGECLK_01014,KCGFLPLG_02160,OLJLFCEF_02163,AABBIEKD_00476,KHFKBGOE_02227,MIHLPIAK_01554,FIKBGKBO_01932
cca,cca,CCA-adding enzyme,HEIJGMMO_02536,GPOEIMLL_03047,IJAHANFD_03072,DILGGDIB_02428,PACOMJFE_03085,DLCGALLP_02931,BFLOPMGA_03457,FDBKJOBC_03288,NKLAJGJN_02936,FONGECLK_00969,KCGFLPLG_03009,OLJLFCEF_02924,AABBIEKD_03277,KHFKBGOE_03464,MIHLPIAK_03182,FIKBGKBO_02634
glnA_1,glnA_1,Glutamine synthetase,HEIJGMMO_02456,GPOEIMLL_03184,IJAHANFD_03671,DILGGDIB_03215,PACOMJFE_03349,DLCGALLP_03436,BFLOPMGA_00037,FDBKJOBC_00321,NKLAJGJN_03235,FONGECLK_03194,KCGFLPLG_03344,OLJLFCEF_03429,AABBIEKD_02673,KHFKBGOE_03687,MIHLPIAK_04071,FIKBGKBO_03483
mnmE_2,mnmE_2,tRNA modification GTPase MnmE,HEIJGMMO_02256,GPOEIMLL_02560,IJAHANFD_01624,DILGGDIB_02740,PACOMJFE_02710,DLCGALLP_03677,BFLOPMGA_01123,FDBKJOBC_01158,NKLAJGJN_02662,FONGECLK_01992,KCGFLPLG_02666,OLJLFCEF_02005,AABBIEKD_04051,KHFKBGOE_01824,MIHLPIAK_02794,FIKBGKBO_03992
group_807,,SusD-like protein P2,HEIJGMMO_01688,GPOEIMLL_00105,IJAHANFD_02150,DILGGDIB_00653,PACOMJFE_00841,DLCGALLP_01202,BFLOPMGA_00820,FDBKJOBC_02671,NKLAJGJN_00993,FONGECLK_02147,KCGFLPLG_00885,OLJLFCEF_01861,AABBIEKD_00811,KHFKBGOE_02082,MIHLPIAK_00868,FIKBGKBO_00596
appC,appC,Cytochrome bd-II ubiquinol oxidase subunit 1,HEIJGMMO_01525,GPOEIMLL_02359,IJAHANFD_02001,DILGGDIB_02817,PACOMJFE_01136,DLCGALLP_02742,BFLOPMGA_03682,FDBKJOBC_02528,NKLAJGJN_00146,FONGECLK_00793,KCGFLPLG_00146,OLJLFCEF_02125,AABBIEKD_02487,KHFKBGOE_01731,MIHLPIAK_01331,FIKBGKBO_01266
ftsA,ftsA,Cell division protein FtsA,HEIJGMMO_02947,GPOEIMLL_01636,IJAHANFD_01369,DILGGDIB_03381,PACOMJFE_03567,DLCGALLP_00524,BFLOPMGA_02572,FDBKJOBC_01548,NKLAJGJN_03602,FONGECLK_03091,KCGFLPLG_03627,OLJLFCEF_03573,AABBIEKD_03511,KHFKBGOE_00751,MIHLPIAK_03423,FIKBGKBO_03401
xynC,xynC,Glucuronoxylanase XynC,HEIJGMMO_03334,GPOEIMLL_01217,IJAHANFD_02409,DILGGDIB_00290,PACOMJFE_00978,DLCGALLP_03765,BFLOPMGA_03528,FDBKJOBC_02054,NKLAJGJN_01452,FONGECLK_00653,KCGFLPLG_01585,OLJLFCEF_01175,AABBIEKD_00239,KHFKBGOE_02838,MIHLPIAK_01173,FIKBGKBO_00234
gpmI_1,gpmI_1,23-bisphosphoglycerate-independent phosphoglycerate mutase,HEIJGMMO_01967,GPOEIMLL_01664,IJAHANFD_01339,DILGGDIB_03175,PACOMJFE_02250,DLCGALLP_00494,BFLOPMGA_02898,FDBKJOBC_01578,NKLAJGJN_02413,FONGECLK_01521,KCGFLPLG_02423,OLJLFCEF_01736,AABBIEKD_02270,KHFKBGOE_00721,MIHLPIAK_02312,FIKBGKBO_01581
group_795,,hypothetical protein,HEIJGMMO_00268,GPOEIMLL_01547,IJAHANFD_00630,DILGGDIB_00961,PACOMJFE_01963,DLCGALLP_00021,BFLOPMGA_00258,FDBKJOBC_00101,NKLAJGJN_00845,FONGECLK_01357,KCGFLPLG_00718,OLJLFCEF_01614,AABBIEKD_01680,KHFKBGOE_01358,MIHLPIAK_01925,FIKBGKBO_01051
group_793,,Arylsulfatase,HEIJGMMO_03428,GPOEIMLL_03140,IJAHANFD_03782,DILGGDIB_02585,PACOMJFE_03697,DLCGALLP_03728,BFLOPMGA_02825,FDBKJOBC_03985,NKLAJGJN_03173,FONGECLK_02515,KCGFLPLG_03282,OLJLFCEF_03383,AABBIEKD_02937,KHFKBGOE_03344,MIHLPIAK_03715,FIKBGKBO_02728
gltX,gltX,Glutamate--tRNA ligase,HEIJGMMO_03331,GPOEIMLL_03357,IJAHANFD_01467,DILGGDIB_03445,PACOMJFE_03487,DLCGALLP_02847,BFLOPMGA_02655,FDBKJOBC_03944,NKLAJGJN_03870,FONGECLK_02429,KCGFLPLG_03866,OLJLFCEF_03917,AABBIEKD_03057,KHFKBGOE_03906,MIHLPIAK_03321,FIKBGKBO_03328
group_791,,SusD-like protein P2,HEIJGMMO_01960,GPOEIMLL_01671,IJAHANFD_01332,DILGGDIB_03182,PACOMJFE_02243,DLCGALLP_00487,BFLOPMGA_02891,FDBKJOBC_01585,NKLAJGJN_02420,FONGECLK_01514,KCGFLPLG_02416,OLJLFCEF_01729,AABBIEKD_02277,KHFKBGOE_00714,MIHLPIAK_02305,FIKBGKBO_01588
group_790,,hypothetical protein,HEIJGMMO_01494,GPOEIMLL_02390,IJAHANFD_02032,DILGGDIB_02853,PACOMJFE_01167,DLCGALLP_02783,BFLOPMGA_03713,FDBKJOBC_02559,NKLAJGJN_00177,FONGECLK_00756,KCGFLPLG_00177,OLJLFCEF_02094,AABBIEKD_02524,KHFKBGOE_01700,MIHLPIAK_01362,FIKBGKBO_01235
abf2,abf2,Intracellular exo-alpha-L-arabinofuranosidase 2,HEIJGMMO_02006,GPOEIMLL_00020,IJAHANFD_03604,DILGGDIB_00562,PACOMJFE_00929,DLCGALLP_03939,BFLOPMGA_00923,FDBKJOBC_03694,NKLAJGJN_00903,FONGECLK_01275,KCGFLPLG_00975,OLJLFCEF_03638,AABBIEKD_03711,KHFKBGOE_02169,MIHLPIAK_00781,FIKBGKBO_00505
group_786,,hypothetical protein,HEIJGMMO_01467,GPOEIMLL_02416,IJAHANFD_02060,DILGGDIB_01605,PACOMJFE_01194,DLCGALLP_02566,BFLOPMGA_00525,FDBKJOBC_02586,NKLAJGJN_00205,FONGECLK_00729,KCGFLPLG_00205,OLJLFCEF_02068,AABBIEKD_02551,KHFKBGOE_01674,MIHLPIAK_01389,FIKBGKBO_01208
purH_1,purH_1,Bifunctional purine biosynthesis protein PurH,HEIJGMMO_00261,GPOEIMLL_01540,IJAHANFD_00637,DILGGDIB_00954,PACOMJFE_01970,DLCGALLP_00028,BFLOPMGA_00265,FDBKJOBC_00094,NKLAJGJN_00838,FONGECLK_01364,KCGFLPLG_00725,OLJLFCEF_01607,AABBIEKD_01687,KHFKBGOE_01365,MIHLPIAK_01932,FIKBGKBO_01058
